CTUID,City,Population,Land Area (km),Tree Count,Basal Area Sum,DED Sus Tree Count,DED Sus Basal Area,DED Tree Count,DED Basal Area,EAB Tree Count,EAB Basal Area,Tree Count Per Capita,Basal Area Sum Per Capita,DED Sus Tree Count Per Capita,DED Sus Basal Area Per Capita,DED Tree Count Per Capita,DED Basal Area Per Capita,EAB Tree Count Per Capita,EAB Basal Area Per Capita,Tree Count Proportion,Basal Area Sum Proportion,DED Sus Tree Count Proportion,DED Sus Basal Area Proportion,DED Tree Count Proportion,DED Basal Area Proportion,EAB Tree Count Proportion,EAB Basal Area Proportion
7050017,Regina,2081,5.04,1393,164.184964,683,40.96481466,575,35.9764251,1084,147.9917439,0.669389716,0.078897148,0.328207593,0.019685158,0.276309467,0.017288047,0.520903412,0.071115687,5.63E-06,4.81E-06,6.06E-06,4.96E-06,5.55E-06,4.90E-06,5.85E-06,5.05E-06
7050018,Regina,4940,1.98,3719,758.4133418,949,96.65399436,795,81.28450176,3362,725.5309215,0.752834008,0.153524968,0.192105263,0.019565586,0.160931174,0.016454353,0.680566802,0.146868608,6.33E-06,9.35E-06,3.55E-06,4.93E-06,3.23E-06,4.67E-06,7.65E-06,1.04E-05
7050019,Regina,4184,1.99,3420,573.7722421,940,98.3030202,666,60.45569376,3074,547.3528784,0.817399618,0.137134857,0.224665392,0.023494986,0.15917782,0.014449258,0.734703633,0.130820478,6.87E-06,8.35E-06,4.15E-06,5.92E-06,3.20E-06,4.10E-06,8.25E-06,9.29E-06
7050020,Regina,3326,1.23,2936,566.6353123,988,120.034567,770,86.8581714,2504,517.1693281,0.882742032,0.170365398,0.297053518,0.036089768,0.231509321,0.026114904,0.752856284,0.155492883,7.42E-06,1.04E-05,5.49E-06,9.09E-06,4.65E-06,7.41E-06,8.46E-06,1.10E-05
7050021,Regina,2494,1.14,2057,294.3748315,919,82.92111828,785,72.31067844,1410,236.7080932,0.824779471,0.118033212,0.368484362,0.033248243,0.314755413,0.028993857,0.565356856,0.094911024,6.94E-06,7.19E-06,6.81E-06,8.37E-06,6.33E-06,8.22E-06,6.35E-06,6.74E-06
7050022.01,Regina,2515,27.64,1597,131.2679861,751,47.112219,667,39.7781538,1259,109.4888441,0.63499006,0.05219403,0.29860835,0.018732493,0.265208748,0.015816363,0.500596421,0.043534332,5.34E-06,3.18E-06,5.52E-06,4.72E-06,5.33E-06,4.49E-06,5.62E-06,3.09E-06
7050022.02,Regina,4677,2.66,2602,345.7970901,1664,146.2602511,1438,125.6537113,1547,246.6247106,0.556339534,0.073935662,0.355783622,0.031272237,0.307462048,0.026866306,0.330767586,0.05273139,4.68E-06,4.50E-06,6.57E-06,7.87E-06,6.18E-06,7.62E-06,3.72E-06,3.74E-06
7050023.01,Regina,2866,1.28,1451,143.0730979,1309,132.0902213,1283,126.827413,330,29.14572276,0.50628053,0.04992083,0.456734124,0.046088702,0.447662247,0.044252412,0.115143057,0.010169478,4.26E-06,3.04E-06,8.44E-06,1.16E-05,9.00E-06,1.26E-05,1.29E-06,7.22E-07
7050023.02,Regina,3916,1.39,2376,346.1427446,1282,103.6677734,1138,97.79690844,1545,269.4317056,0.606741573,0.088391916,0.327374872,0.026472874,0.290602656,0.024973674,0.39453524,0.068802785,5.10E-06,5.38E-06,6.05E-06,6.67E-06,5.84E-06,7.08E-06,4.43E-06,4.88E-06
7050024,Regina,2876,1.31,2260,402.9191536,698,59.38629312,646,53.00177652,1884,370.2595512,0.78581363,0.140097063,0.242698192,0.02064892,0.224617524,0.01842899,0.655076495,0.128741151,6.61E-06,8.53E-06,4.48E-06,5.20E-06,4.52E-06,5.23E-06,7.36E-06,9.14E-06
7050025.01,Regina,4124,1.63,2753,470.0801213,689,50.03013708,491,32.43874788,2475,456.2023389,0.667555771,0.11398645,0.167070805,0.012131459,0.119059166,0.007865846,0.60014549,0.110621324,5.61E-06,6.94E-06,3.09E-06,3.05E-06,2.39E-06,2.23E-06,6.74E-06,7.85E-06
7050025.02,Regina,3183,1.29,1987,342.3930094,713,63.63240114,655,55.00886622,1583,306.6591944,0.624253849,0.107569277,0.224002513,0.019991329,0.20578071,0.017282082,0.497329563,0.096342819,5.25E-06,6.55E-06,4.14E-06,5.03E-06,4.14E-06,4.90E-06,5.59E-06,6.84E-06
7050026,Regina,3980,1.58,1862,317.3060768,474,35.16180822,452,32.56731786,1650,305.4433166,0.467839196,0.079725145,0.119095477,0.008834625,0.113567839,0.008182743,0.414572864,0.076744552,3.93E-06,4.86E-06,2.20E-06,2.22E-06,2.28E-06,2.32E-06,4.66E-06,5.45E-06
7050027,Regina,3609,18.09,2957,399.5213561,943,53.34766668,671,43.35282336,2587,378.4760133,0.819340538,0.110701401,0.261291216,0.014781842,0.185924079,0.01201242,0.716819063,0.104870051,6.89E-06,6.74E-06,4.83E-06,3.72E-06,3.74E-06,3.41E-06,8.05E-06,7.44E-06
7050028.01,Regina,2836,1.49,1552,148.434631,1176,94.19365032,1018,85.86322668,679,71.61701316,0.547249647,0.052339433,0.414668547,0.033213558,0.358956276,0.030276173,0.239421721,0.025252826,4.60E-06,3.19E-06,7.66E-06,8.36E-06,7.22E-06,8.59E-06,2.69E-06,1.79E-06
7050028.02,Regina,3421,1.47,1623,168.5421276,1191,91.679742,1137,87.57869736,798,98.7691551,0.474422683,0.049266918,0.348143818,0.026799106,0.332358959,0.025600321,0.233265127,0.028871428,3.99E-06,3.00E-06,6.43E-06,6.75E-06,6.68E-06,7.26E-06,2.62E-06,2.05E-06
7050028.03,Regina,4081,1.7,3188,488.0041274,1124,98.00684586,1034,94.03649178,2459,418.5771236,0.781181083,0.119579546,0.275422691,0.0240154,0.253369272,0.023042512,0.602548395,0.102567293,6.57E-06,7.28E-06,5.09E-06,6.05E-06,5.09E-06,6.54E-06,6.77E-06,7.28E-06
7050100.01,Regina,3792,1.36,1568,186.7753457,914,81.54871032,908,81.17533116,926,124.134355,0.41350211,0.049255102,0.241033755,0.021505462,0.239451477,0.021406997,0.244198312,0.032735853,3.48E-06,3.00E-06,4.45E-06,5.41E-06,4.81E-06,6.07E-06,2.74E-06,2.32E-06
7050100.02,Regina,4725,10.41,1138,42.36793176,1062,42.16749768,1062,42.16749768,735,26.60809536,0.240846561,0.008966758,0.224761905,0.008924338,0.224761905,0.008924338,0.155555556,0.005631343,2.03E-06,5.46E-07,4.15E-06,2.25E-06,4.52E-06,2.53E-06,1.75E-06,4.00E-07
7050100.03,Regina,5084,1.77,2741,323.5792237,1681,162.8343902,1647,157.6254603,1652,216.3486402,0.539142408,0.063646582,0.330645161,0.032028794,0.323957514,0.031004221,0.324940991,0.042554807,4.53E-06,3.88E-06,6.11E-06,8.06E-06,6.51E-06,8.79E-06,3.65E-06,3.02E-06
7050100.05,Regina,2437,2.06,970,114.5763511,496,39.25005084,492,39.01615872,554,79.14648588,0.398030365,0.047015327,0.203528929,0.016105889,0.201887567,0.016009913,0.227328683,0.032477015,3.35E-06,2.86E-06,3.76E-06,4.06E-06,4.06E-06,4.54E-06,2.55E-06,2.31E-06
7050100.08,Regina,5496,2.15,1795,108.729755,1573,86.90867262,1553,85.12707126,1218,78.30076716,0.326601164,0.019783434,0.286208151,0.015813077,0.282569141,0.015488914,0.221615721,0.014246864,2.75E-06,1.21E-06,5.29E-06,3.98E-06,5.68E-06,4.39E-06,2.49E-06,1.01E-06
7050100.1,Regina,6424,1.9,1859,145.7912102,1419,83.81969442,1401,82.16359998,1083,90.49056786,0.289383562,0.022694771,0.220890411,0.013047898,0.218088418,0.0127901,0.16858655,0.014086328,2.43E-06,1.38E-06,4.08E-06,3.29E-06,4.38E-06,3.63E-06,1.89E-06,1.00E-06
7050100.11,Regina,3645,1.36,980,79.45318458,832,52.43102634,806,51.68960874,384,33.94200348,0.268861454,0.021797856,0.228257888,0.014384369,0.221124829,0.014180963,0.105349794,0.009311935,2.26E-06,1.33E-06,4.22E-06,3.62E-06,4.44E-06,4.02E-06,1.18E-06,6.61E-07
7050100.13,Regina,6675,8.53,2029,59.33037264,1839,58.54088856,1835,58.50256104,978,22.66954998,0.303970037,0.008888445,0.275505618,0.008770171,0.274906367,0.008764429,0.146516854,0.003396187,2.56E-06,5.41E-07,5.09E-06,2.21E-06,5.53E-06,2.49E-06,1.65E-06,2.41E-07
7050100.15,Regina,4738,5.88,1168,68.0608005,1054,67.29786294,1048,65.76130638,774,45.72041166,0.246517518,0.01436488,0.222456733,0.014203855,0.221190376,0.01387955,0.163360068,0.009649728,2.07E-06,8.75E-07,4.11E-06,3.58E-06,4.45E-06,3.94E-06,1.84E-06,6.85E-07
7050100.16,Regina,4505,1.28,1159,56.00239722,1071,50.05723338,1065,49.37597742,722,32.29674756,0.2572697,0.012431165,0.237735849,0.011111484,0.236403996,0.010960261,0.160266371,0.007169089,2.16E-06,7.57E-07,4.39E-06,2.80E-06,4.75E-06,3.11E-06,1.80E-06,5.09E-07
7050100.17,Regina,6550,2.69,994,10.11186792,744,8.91413292,744,8.91413292,752,6.6319176,0.151755725,0.001543797,0.113587786,0.001360936,0.113587786,0.001360936,0.11480916,0.001012507,1.28E-06,9.40E-08,2.10E-06,3.43E-07,2.28E-06,3.86E-07,1.29E-06,7.19E-08
7050100.18,Regina,3951,1.45,1579,67.62914466,1567,65.96818074,1565,65.80733082,1061,48.08988492,0.399645659,0.017116969,0.396608454,0.016696578,0.396102253,0.016655867,0.26853961,0.012171573,3.36E-06,1.04E-06,7.33E-06,4.20E-06,7.96E-06,4.72E-06,3.02E-06,8.64E-07
7050100.19,Regina,5465,2.42,2101,46.98843996,1547,42.71680644,1543,42.42715092,1509,30.11278578,0.384446478,0.008598068,0.283074108,0.007816433,0.282342177,0.007763431,0.276120769,0.005510116,3.23E-06,5.24E-07,5.23E-06,1.97E-06,5.68E-06,2.20E-06,3.10E-06,3.91E-07
7050100.2,Regina,8108,6.79,1231,4.78638468,605,2.26807812,605,2.26807812,1088,4.14934674,0.151825358,0.000590329,0.074617662,0.000279733,0.074617662,0.000279733,0.134188456,0.00051176,1.28E-06,3.60E-08,1.38E-06,7.04E-08,1.50E-06,7.93E-08,1.51E-06,3.63E-08
8100001,Lethbridge,5323,10.36,519,10.0154208,481,9.38089614,481,9.38089614,343,5.24183814,0.097501409,0.001881537,0.090362577,0.001762333,0.090362577,0.001762333,0.064437347,0.000984753,4.01E-06,5.96E-07,5.13E-06,1.31E-06,5.15E-06,1.33E-06,3.64E-06,4.37E-07
8100002,Lethbridge,4970,8.76,1127,80.55989172,827,49.53572778,827,49.53572778,983,72.12304638,0.226760563,0.016209234,0.16639839,0.009966947,0.16639839,0.009966947,0.19778672,0.014511679,9.33E-06,5.14E-06,9.45E-06,7.42E-06,9.48E-06,7.53E-06,1.12E-05,6.45E-06
8100003,Lethbridge,3910,1.34,528,23.08157082,493,20.98251078,493,20.98251078,482,19.39615986,0.135038363,0.005903215,0.126086957,0.005366371,0.126086957,0.005366371,0.123273657,0.004960655,5.55E-06,1.87E-06,7.16E-06,3.99E-06,7.18E-06,4.05E-06,6.96E-06,2.20E-06
8100004,Lethbridge,2924,1.38,564,85.09809,356,17.777529,356,17.777529,519,79.6211031,0.192886457,0.029103314,0.121751026,0.006079866,0.121751026,0.006079866,0.17749658,0.027230199,7.93E-06,9.22E-06,6.91E-06,4.53E-06,6.94E-06,4.59E-06,1.00E-05,1.21E-05
8100005,Lethbridge,4222,3.98,2027,491.6057362,974,139.1289761,964,133.0993033,1323,371.4737011,0.480104216,0.116439066,0.230696352,0.032953334,0.228327807,0.031525178,0.313358598,0.087985244,1.97E-05,3.69E-05,1.31E-05,2.45E-05,1.30E-05,2.38E-05,1.77E-05,3.91E-05
8100006,Lethbridge,3375,1.13,2195,523.9410469,1267,196.3961815,1267,196.3961815,1262,345.3420293,0.65037037,0.155241792,0.375407407,0.058191461,0.375407407,0.058191461,0.373925926,0.102323564,2.67E-05,4.92E-05,2.13E-05,4.33E-05,2.14E-05,4.39E-05,2.11E-05,4.54E-05
8100007,Lethbridge,1462,2.3,779,136.7302075,519,61.62829596,519,61.62829596,410,84.4037964,0.532831737,0.093522714,0.35499316,0.042153417,0.35499316,0.042153417,0.280437756,0.057731735,2.19E-05,2.96E-05,2.02E-05,3.14E-05,2.02E-05,3.18E-05,1.58E-05,2.56E-05
8100008,Lethbridge,2982,1.81,2416,502.9584575,1550,230.3413266,1538,225.2462797,1300,320.0131935,0.8101945,0.168664808,0.519785379,0.077243906,0.515761234,0.075535305,0.435949027,0.107314954,3.33E-05,5.34E-05,2.95E-05,5.75E-05,2.94E-05,5.70E-05,2.46E-05,4.77E-05
8100009,Lethbridge,2274,2.28,1259,247.266461,803,94.59012024,803,94.59012024,957,202.5829344,0.553649956,0.10873635,0.353122252,0.041596359,0.353122252,0.041596359,0.420844327,0.089086603,2.28E-05,3.45E-05,2.01E-05,3.10E-05,2.01E-05,3.14E-05,2.37E-05,3.96E-05
8100010,Lethbridge,250,12.13,770,48.83295186,742,48.64398462,742,48.64398462,654,40.91352804,3.08,0.195331807,2.968,0.194575938,2.968,0.194575938,2.616,0.163654112,0.000126671,6.19E-05,0.000168569,0.000144837,0.000169107,0.00014691,0.000147613,7.27E-05
8100011,Lethbridge,4511,1.67,1865,377.2579364,1053,101.8443888,1035,95.37991848,1276,291.3041531,0.413433828,0.083630666,0.233429395,0.022576898,0.229439149,0.021143852,0.28286411,0.064576403,1.70E-05,2.65E-05,1.33E-05,1.68E-05,1.31E-05,1.60E-05,1.60E-05,2.87E-05
8100012,Lethbridge,2102,4.65,1643,302.9327855,1137,130.3483612,1133,129.4817509,998,199.8685135,0.781636537,0.144116454,0.540913416,0.06201159,0.539010466,0.061599311,0.474785918,0.095084926,3.21E-05,4.57E-05,3.07E-05,4.62E-05,3.07E-05,4.65E-05,2.68E-05,4.22E-05
8100013,Lethbridge,4148,4.64,463,44.97114006,460,44.5997244,460,44.5997244,285,13.7417511,0.111620058,0.010841644,0.110896818,0.010752103,0.110896818,0.010752103,0.068707811,0.003312862,4.59E-06,3.43E-06,6.30E-06,8.00E-06,6.32E-06,8.12E-06,3.88E-06,1.47E-06
8100014,Lethbridge,4190,1.93,582,76.02130074,486,34.22152734,486,34.22152734,518,65.45515746,0.138902148,0.018143509,0.115990453,0.008167429,0.115990453,0.008167429,0.123627685,0.015621756,5.71E-06,5.75E-06,6.59E-06,6.08E-06,6.61E-06,6.17E-06,6.98E-06,6.94E-06
8100015,Lethbridge,3343,1.12,535,32.6263014,509,30.42097674,509,30.42097674,382,7.19536356,0.160035896,0.009759588,0.15225845,0.009099903,0.15225845,0.009099903,0.114268621,0.002152367,6.58E-06,3.09E-06,8.65E-06,6.77E-06,8.68E-06,6.87E-06,6.45E-06,9.56E-07
8100016.01,Lethbridge,5775,5.25,619,18.51643332,431,8.8172931,431,8.8172931,571,15.16434612,0.107186147,0.003206309,0.074632035,0.001526804,0.074632035,0.001526804,0.098874459,0.002625861,4.41E-06,1.02E-06,4.24E-06,1.14E-06,4.25E-06,1.15E-06,5.58E-06,1.17E-06
8100016.02,Lethbridge,3690,7.2,251,5.3697798,198,4.14816864,198,4.14816864,185,4.18076274,0.06802168,0.001455225,0.053658537,0.001124165,0.053658537,0.001124165,0.050135501,0.001132998,2.80E-06,4.61E-07,3.05E-06,8.37E-07,3.06E-06,8.49E-07,2.83E-06,5.03E-07
8100017.01,Lethbridge,3960,2.44,435,18.33327804,391,13.07879496,391,13.07879496,392,15.38378688,0.109848485,0.004629616,0.098737374,0.003302726,0.098737374,0.003302726,0.098989899,0.003884795,4.52E-06,1.47E-06,5.61E-06,2.46E-06,5.63E-06,2.49E-06,5.59E-06,1.73E-06
8100017.03,Lethbridge,3812,3.94,1582,21.46058376,1423,17.4496245,1413,17.19232746,1472,20.79275814,0.415005247,0.005629744,0.373294858,0.004577551,0.370671563,0.004510054,0.386149003,0.005454554,1.71E-05,1.78E-06,2.12E-05,3.41E-06,2.11E-05,3.41E-06,2.18E-05,2.42E-06
8100017.04,Lethbridge,3633,0.81,400,5.27097648,315,2.01596472,315,2.01596472,353,4.39926102,0.110101844,0.001450861,0.086705202,0.000554904,0.086705202,0.000554904,0.097164878,0.001210917,4.53E-06,4.60E-07,4.92E-06,4.13E-07,4.94E-06,4.19E-07,5.48E-06,5.38E-07
8100017.05,Lethbridge,3891,21.26,57,1.05565614,21,0.17443734,21,0.17443734,56,1.0528287,0.01464919,0.000271307,0.00539707,4.48E-05,0.00539707,4.48E-05,0.014392187,0.00027058,6.02E-07,8.60E-08,3.07E-07,3.34E-08,3.08E-07,3.38E-08,8.12E-07,1.20E-07
8100017.06,Lethbridge,3157,1.5,916,26.13096486,796,22.55927982,796,22.55927982,841,25.27040208,0.290148876,0.008277151,0.252138106,0.007145797,0.252138106,0.007145797,0.266392144,0.008004562,1.19E-05,2.62E-06,1.43E-05,5.32E-06,1.44E-05,5.40E-06,1.50E-05,3.56E-06
8100018,Lethbridge,3937,1.29,477,16.37268402,430,15.5501346,430,15.5501346,291,3.99902118,0.121158242,0.00415867,0.109220218,0.003949742,0.109220218,0.003949742,0.073914148,0.001015753,4.98E-06,1.32E-06,6.20E-06,2.94E-06,6.22E-06,2.98E-06,4.17E-06,4.51E-07
8100019,Lethbridge,3370,1.81,503,26.13866178,487,25.06596246,487,25.06596246,406,21.0216237,0.14925816,0.007756279,0.144510386,0.007437971,0.144510386,0.007437971,0.120474777,0.006237871,6.14E-06,2.46E-06,8.21E-06,5.54E-06,8.23E-06,5.62E-06,6.80E-06,2.77E-06
8100020.01,Lethbridge,9405,10.28,1361,16.70828544,1074,12.74916258,1074,12.74916258,1112,8.90965614,0.14471026,0.001776532,0.114194577,0.001355573,0.114194577,0.001355573,0.118234981,0.000947332,5.95E-06,5.63E-07,6.49E-06,1.01E-06,6.51E-06,1.02E-06,6.67E-06,4.21E-07
8100020.02,Lethbridge,3765,1.46,439,17.07781614,381,11.95119618,379,11.7122775,348,12.6158802,0.116600266,0.004535941,0.101195219,0.003174288,0.100664011,0.003110831,0.092430279,0.003350831,4.80E-06,1.44E-06,5.75E-06,2.36E-06,5.74E-06,2.35E-06,5.22E-06,1.49E-06
8100021,Lethbridge,25,4.39,3,0.00848232,3,0.00848232,3,0.00848232,3,0.00848232,0.12,0.000339293,0.12,0.000339293,0.12,0.000339293,0.12,0.000339293,4.94E-06,1.07E-07,6.82E-06,2.53E-07,6.84E-06,2.56E-07,6.77E-06,1.51E-07
8250001.01,Calgary,5001,1.7,652,57.87777534,552,53.7500271,488,44.21479986,583,53.59640286,0.130373925,0.01157324,0.110377924,0.010747856,0.097580484,0.008841192,0.116576685,0.010717137,3.46E-07,4.61E-07,4.23E-07,6.52E-07,3.76E-07,5.45E-07,3.68E-07,4.88E-07
8250001.02,Calgary,6257,3.66,2604,168.6806722,2100,157.592395,2098,156.6120587,2264,161.8860197,0.416173885,0.026958714,0.335624101,0.025186574,0.335304459,0.025029896,0.361834745,0.025872786,1.10E-06,1.07E-06,1.29E-06,1.53E-06,1.29E-06,1.54E-06,1.14E-06,1.18E-06
8250001.03,Calgary,2043,1.05,281,33.34643466,267,33.13971738,267,33.13971738,260,32.8627068,0.137542829,0.016322288,0.130690162,0.016221105,0.130690162,0.016221105,0.127263828,0.016085515,3.65E-07,6.50E-07,5.01E-07,9.84E-07,5.03E-07,9.99E-07,4.02E-07,7.32E-07
8250001.04,Calgary,5549,2.53,1362,67.46908014,1102,52.97656518,1098,52.47312378,1217,62.1490947,0.245449631,0.012158782,0.198594341,0.009547047,0.197873491,0.009456321,0.219318796,0.011200053,6.51E-07,4.84E-07,7.61E-07,5.79E-07,7.62E-07,5.82E-07,6.92E-07,5.10E-07
8250001.05,Calgary,2854,1.15,353,36.01506678,299,32.64208794,299,32.64208794,326,35.70962472,0.123686055,0.012619154,0.104765242,0.011437312,0.104765242,0.011437312,0.114225648,0.012512132,3.28E-07,5.03E-07,4.02E-07,6.94E-07,4.04E-07,7.04E-07,3.60E-07,5.70E-07
8250001.06,Calgary,3652,3.39,1167,114.4634891,833,107.2241432,833,107.2241432,1074,113.8745177,0.319550931,0.031342686,0.228094195,0.02936039,0.228094195,0.02936039,0.294085433,0.031181412,8.48E-07,1.25E-06,8.74E-07,1.78E-06,8.79E-07,1.81E-06,9.28E-07,1.42E-06
8250001.07,Calgary,5895,2.93,1484,190.8801602,472,45.15767256,462,43.73876892,1320,180.0181568,0.251738762,0.03238001,0.080067854,0.007660335,0.078371501,0.007419638,0.223918575,0.030537431,6.68E-07,1.29E-06,3.07E-07,4.65E-07,3.02E-07,4.57E-07,7.07E-07,1.39E-06
8250001.08,Calgary,5134,3.63,1033,127.5871304,935,125.4040326,935,125.4040326,952,125.9744686,0.201207635,0.024851408,0.182119205,0.024426185,0.182119205,0.024426185,0.185430464,0.024537294,5.34E-07,9.90E-07,6.98E-07,1.48E-06,7.01E-07,1.50E-06,5.85E-07,1.12E-06
8250001.09,Calgary,5895,3.48,1510,171.3343031,1030,100.3930481,1014,97.32731778,1182,157.3894476,0.256149279,0.029064343,0.174724343,0.017030203,0.172010178,0.016510147,0.200508906,0.026698804,6.80E-07,1.16E-06,6.70E-07,1.03E-06,6.63E-07,1.02E-06,6.33E-07,1.22E-06
8250001.1,Calgary,2669,2.68,706,57.72116658,488,46.92270198,488,46.92270198,641,54.7243158,0.264518546,0.021626514,0.182840015,0.01758063,0.182840015,0.01758063,0.240164856,0.020503678,7.02E-07,8.61E-07,7.01E-07,1.07E-06,7.04E-07,1.08E-06,7.58E-07,9.33E-07
8250001.11,Calgary,4864,7.92,2245,104.1850379,1407,88.83235284,1407,88.83235284,1924,92.5550703,0.461554276,0.021419621,0.289268092,0.01826323,0.289268092,0.01826323,0.395559211,0.019028592,1.22E-06,8.53E-07,1.11E-06,1.11E-06,1.11E-06,1.12E-06,1.25E-06,8.66E-07
8250001.13,Calgary,4476,1.42,651,41.7738552,649,41.7699282,649,41.7699282,372,33.34242912,0.145442359,0.009332854,0.144995532,0.009331977,0.144995532,0.009331977,0.08310992,0.007449158,3.86E-07,3.72E-07,5.56E-07,5.66E-07,5.59E-07,5.75E-07,2.62E-07,3.39E-07
8250001.14,Calgary,2449,2,695,47.75593284,539,43.33381668,499,37.85360964,598,42.61564692,0.283789302,0.019500177,0.220089833,0.017694494,0.203756635,0.015456762,0.244181298,0.017401244,7.53E-07,7.77E-07,8.44E-07,1.07E-06,7.85E-07,9.52E-07,7.70E-07,7.92E-07
8250001.17,Calgary,4273,2.65,791,56.47175226,739,54.43976538,739,54.43976538,602,49.65055326,0.185115844,0.01321595,0.172946408,0.012740408,0.172946408,0.012740408,0.140884624,0.011619601,4.91E-07,5.26E-07,6.63E-07,7.73E-07,6.66E-07,7.85E-07,4.45E-07,5.29E-07
8250001.22,Calgary,4076,3.27,938,34.29480516,886,32.9483154,886,32.9483154,563,21.49309932,0.230127576,0.008413838,0.217369971,0.008083492,0.217369971,0.008083492,0.138125613,0.005273086,6.11E-07,3.35E-07,8.33E-07,4.90E-07,8.37E-07,4.98E-07,4.36E-07,2.40E-07
8250001.23,Calgary,3083,1.13,597,32.48406546,539,31.37193906,539,31.37193906,301,22.41327396,0.193642556,0.010536512,0.174829711,0.010175783,0.174829711,0.010175783,0.097632176,0.007269956,5.14E-07,4.20E-07,6.70E-07,6.17E-07,6.73E-07,6.27E-07,3.08E-07,3.31E-07
8250001.25,Calgary,6754,1.65,1560,99.42292206,1298,77.01860166,1298,77.01860166,1270,86.44646472,0.230974237,0.014720598,0.19218241,0.011403406,0.19218241,0.011403406,0.188036719,0.012799299,6.13E-07,5.86E-07,7.37E-07,6.92E-07,7.40E-07,7.02E-07,5.93E-07,5.83E-07
8250001.28,Calgary,4153,1.17,817,42.32819052,653,38.417841,647,37.88738184,680,38.614191,0.196725259,0.010192196,0.157235733,0.009250624,0.155790994,0.009122895,0.163737058,0.009297903,5.22E-07,4.06E-07,6.03E-07,5.61E-07,6.00E-07,5.62E-07,5.17E-07,4.23E-07
8250001.29,Calgary,4451,1.09,852,41.31683094,482,26.13567726,480,25.99430526,745,38.77943916,0.191417659,0.009282595,0.108290272,0.005871866,0.107840935,0.005840105,0.167378117,0.008712523,5.08E-07,3.70E-07,4.15E-07,3.56E-07,4.15E-07,3.60E-07,5.28E-07,3.97E-07
8250001.3,Calgary,6247,1.86,1233,48.6343242,593,19.47179388,593,19.47179388,1125,46.16479098,0.19737474,0.007785229,0.094925564,0.003116983,0.094925564,0.003116983,0.180086441,0.007389914,5.24E-07,3.10E-07,3.64E-07,1.89E-07,3.66E-07,1.92E-07,5.68E-07,3.36E-07
8250001.32,Calgary,5582,1.8,433,11.08741326,299,8.11545966,299,8.11545966,297,7.65929934,0.077570763,0.00198628,0.05356503,0.001453862,0.05356503,0.001453862,0.053206736,0.001372142,2.06E-07,7.91E-08,2.05E-07,8.82E-08,2.06E-07,8.95E-08,1.68E-07,6.25E-08
8250001.33,Calgary,3043,1,440,11.27865816,242,5.95427448,242,5.95427448,380,10.59182586,0.144594151,0.003706427,0.079526783,0.001956712,0.079526783,0.001956712,0.124876766,0.003480718,3.84E-07,1.48E-07,3.05E-07,1.19E-07,3.06E-07,1.21E-07,3.94E-07,1.58E-07
8250001.35,Calgary,4584,17.5,849,11.06762118,517,5.9655057,513,5.7919323,808,10.89530442,0.185209424,0.002414403,0.112783595,0.001301376,0.111910995,0.001263511,0.176265271,0.002376812,4.91E-07,9.62E-08,4.32E-07,7.89E-08,4.31E-07,7.78E-08,5.56E-07,1.08E-07
8250001.37,Calgary,4666,0.76,732,14.63600754,462,8.6578569,462,8.6578569,477,9.1679742,0.156879554,0.003136735,0.099014145,0.00185552,0.099014145,0.00185552,0.10222889,0.001964847,4.16E-07,1.25E-07,3.79E-07,1.13E-07,3.81E-07,1.14E-07,3.23E-07,8.94E-08
8250001.38,Calgary,5637,1.27,801,23.84152386,409,10.08398622,409,10.08398622,695,22.74306342,0.14209686,0.00422947,0.072556324,0.001788892,0.072556324,0.001788892,0.123292531,0.004034604,3.77E-07,1.68E-07,2.78E-07,1.08E-07,2.79E-07,1.10E-07,3.89E-07,1.84E-07
8250001.39,Calgary,6910,4.95,419,8.47462308,197,2.88650208,197,2.88650208,374,7.70626626,0.060636758,0.001226429,0.028509407,0.000417728,0.028509407,0.000417728,0.054124457,0.001115234,1.61E-07,4.88E-08,1.09E-07,2.53E-08,1.10E-07,2.57E-08,1.71E-07,5.08E-08
8250001.4,Calgary,2169,0.38,310,10.6720152,148,4.2560826,148,4.2560826,231,8.922144,0.142923006,0.004920247,0.068234209,0.001962233,0.068234209,0.001962233,0.106500692,0.004113483,3.79E-07,1.96E-07,2.62E-07,1.19E-07,2.63E-07,1.21E-07,3.36E-07,1.87E-07
8250001.41,Calgary,2730,1.47,341,2.91571896,289,2.12325036,289,2.12325036,322,2.73814002,0.124908425,0.001068029,0.105860806,0.000777747,0.105860806,0.000777747,0.117948718,0.001002982,3.31E-07,4.25E-08,4.06E-07,4.72E-08,4.08E-07,4.79E-08,3.72E-07,4.57E-08
8250001.42,Calgary,6933,9.99,2554,16.34880786,1750,9.4723167,1750,9.4723167,2026,14.43981462,0.368383095,0.002358115,0.252415982,0.001366265,0.252415982,0.001366265,0.292225588,0.002082766,9.77E-07,9.39E-08,9.67E-07,8.29E-08,9.72E-07,8.42E-08,9.22E-07,9.48E-08
8250001.43,Calgary,5036,1.04,869,12.63457272,639,5.40308076,639,5.40308076,657,10.51587768,0.172557585,0.002508851,0.126886418,0.001072891,0.126886418,0.001072891,0.130460683,0.002088141,4.58E-07,9.99E-08,4.86E-07,6.51E-08,4.89E-07,6.61E-08,4.12E-07,9.51E-08
