CTUID,City,Population,Land Area (km),Tree Count,Basal Area Sum,DED Sus Tree Count,DED Sus Basal Area,DED Tree Count,DED Basal Area,EAB Tree Count,EAB Basal Area,Tree Count Per Capita,Basal Area Sum Per Capita,DED Sus Tree Count Per Capita,DED Sus Basal Area Per Capita,DED Tree Count Per Capita,DED Basal Area Per Capita,EAB Tree Count Per Capita,EAB Basal Area Per Capita,Tree Count Proportion,Basal Area Sum Proportion,DED Sus Tree Count Proportion,DED Sus Basal Area Proportion,DED Tree Count Proportion,DED Basal Area Proportion,EAB Tree Count Proportion,EAB Basal Area Proportion
8350033.01,Edmonton,5518,1,1764,100.3768689,546,36.22948098,544,36.15345426,1408,71.28109758,0.319681044,0.018190806,0.098948895,0.006565691,0.098586444,0.006551913,0.255164915,0.012917923,1.11E-06,6.77E-07,6.80E-07,7.72E-07,6.88E-07,8.15E-07,1.18E-06,6.03E-07
8350033.02,Edmonton,4142,0.88,481,69.12980844,345,35.1961302,337,31.7168082,258,42.92203146,0.116127475,0.016689959,0.083293095,0.008497376,0.081361661,0.007657366,0.062288749,0.010362634,4.05E-07,6.21E-07,5.72E-07,1.00E-06,5.68E-07,9.52E-07,2.88E-07,4.84E-07
8350034.01,Edmonton,1522,0.76,667,64.81544916,397,50.01285828,397,50.01285828,354,18.05210484,0.438239159,0.042585709,0.260840999,0.032859959,0.260840999,0.032859959,0.232588699,0.011860778,1.53E-06,1.59E-06,1.79E-06,3.87E-06,1.82E-06,4.09E-06,1.07E-06,5.54E-07
8350034.02,Edmonton,3257,0.56,562,95.85752022,268,36.44907882,268,36.44907882,403,63.69491898,0.172551428,0.029431231,0.082284311,0.011190997,0.082284311,0.011190997,0.123733497,0.019556315,6.01E-07,1.10E-06,5.65E-07,1.32E-06,5.74E-07,1.39E-06,5.72E-07,9.13E-07
8350034.03,Edmonton,2109,0.91,999,194.370792,242,41.66012928,238,40.90535988,834,163.301389,0.473684211,0.092162538,0.114746325,0.019753499,0.112849692,0.019395619,0.39544808,0.07743072,1.65E-06,3.43E-06,7.88E-07,2.32E-06,7.88E-07,2.41E-06,1.83E-06,3.62E-06
8350035,Edmonton,3381,1.7,1420,286.4846246,934,133.5843663,932,132.3954278,647,171.6182252,0.419994085,0.084733696,0.27624963,0.039510312,0.275658089,0.03915866,0.191363502,0.050759605,1.46E-06,3.15E-06,1.90E-06,4.65E-06,1.92E-06,4.87E-06,8.84E-07,2.37E-06
8350036,Edmonton,3305,1.29,2857,557.8072592,1069,92.1179952,1067,92.10527172,2099,481.6434869,0.864447806,0.16877678,0.323449319,0.027872313,0.322844175,0.027868463,0.635098336,0.145731766,3.01E-06,6.28E-06,2.22E-06,3.28E-06,2.25E-06,3.47E-06,2.94E-06,6.80E-06
8350037,Edmonton,3969,1.6,612,44.6586294,514,33.6473214,502,28.71359568,429,34.4185842,0.154195011,0.011251859,0.129503653,0.008477531,0.126480222,0.007234466,0.10808768,0.008671853,5.37E-07,4.19E-07,8.89E-07,9.97E-07,8.83E-07,9.00E-07,5.00E-07,4.05E-07
8350038,Edmonton,3125,1.43,446,28.92259062,338,22.0010175,312,19.42364886,411,27.16832118,0.14272,0.009255229,0.10816,0.007040326,0.09984,0.006215568,0.13152,0.008693863,4.97E-07,3.45E-07,7.43E-07,8.28E-07,6.97E-07,7.73E-07,6.08E-07,4.06E-07
8350039,Edmonton,5064,3.28,3462,940.3773271,790,76.93322868,760,66.19885272,3073,894.792554,0.683649289,0.185698524,0.15600316,0.015192186,0.150078989,0.013072443,0.606832543,0.176696792,2.38E-06,6.91E-06,1.07E-06,1.79E-06,1.05E-06,1.63E-06,2.80E-06,8.25E-06
8350040,Edmonton,4236,2.35,709,112.9289746,369,32.79853962,355,27.66076698,585,99.2129061,0.167374882,0.026659342,0.087110482,0.007742809,0.083805477,0.006529926,0.138101983,0.023421366,5.83E-07,9.92E-07,5.98E-07,9.11E-07,5.85E-07,8.12E-07,6.38E-07,1.09E-06
8350041,Edmonton,3495,2.4,209,58.29733602,87,11.97428694,83,10.72707174,157,53.35944768,0.059799714,0.016680211,0.024892704,0.003426119,0.023748212,0.003069262,0.044921316,0.015267367,2.08E-07,6.21E-07,1.71E-07,4.03E-07,1.66E-07,3.82E-07,2.08E-07,7.13E-07
8350042.01,Edmonton,3440,2.14,83,10.90739958,59,4.4701041,55,3.27802398,70,9.57858132,0.024127907,0.003170756,0.017151163,0.001299449,0.015988372,0.000952914,0.020348837,0.002784471,8.41E-08,1.18E-07,1.18E-07,1.53E-07,1.12E-07,1.19E-07,9.40E-08,1.30E-07
8350042.02,Edmonton,3252,1.54,2243,482.4390971,1073,106.8234321,1073,106.8234321,1516,398.3872385,0.689729397,0.148351506,0.3299508,0.032848534,0.3299508,0.032848534,0.466174662,0.122505301,2.40E-06,5.52E-06,2.27E-06,3.86E-06,2.30E-06,4.09E-06,2.15E-06,5.72E-06
8350043,Edmonton,2873,2.44,2438,626.9097358,1100,174.9640292,1088,170.7904136,1630,476.9048546,0.848590324,0.218207357,0.382875044,0.060899418,0.378698225,0.059446716,0.567351201,0.165995424,2.96E-06,8.12E-06,2.63E-06,7.16E-06,2.64E-06,7.39E-06,2.62E-06,7.75E-06
8350044,Edmonton,6551,1.48,1788,339.4419475,859,141.5384263,791,127.6823995,1276,222.5272249,0.27293543,0.051815287,0.131125019,0.021605621,0.120744924,0.01949052,0.194779423,0.033968436,9.51E-07,1.93E-06,9.00E-07,2.54E-06,8.43E-07,2.42E-06,9.00E-07,1.59E-06
8350045,Edmonton,1365,0.67,611,77.73040968,307,45.58351644,287,39.39079452,436,42.4174905,0.447619048,0.056945355,0.224908425,0.033394518,0.21025641,0.028857725,0.319413919,0.031075085,1.56E-06,2.12E-06,1.54E-06,3.93E-06,1.47E-06,3.59E-06,1.48E-06,1.45E-06
8350046,Edmonton,4802,1.38,1791,222.1723027,953,81.69503034,953,81.69503034,1048,151.2218585,0.372969596,0.046266619,0.198458975,0.017012709,0.198458975,0.017012709,0.218242399,0.031491432,1.30E-06,1.72E-06,1.36E-06,2.00E-06,1.39E-06,2.12E-06,1.01E-06,1.47E-06
8350047,Edmonton,7958,1.98,2014,339.5916447,790,66.6965607,762,58.9972845,1417,287.3605027,0.253078663,0.042672989,0.099271174,0.008381071,0.095752702,0.007413582,0.178059814,0.036109638,8.82E-07,1.59E-06,6.82E-07,9.86E-07,6.68E-07,9.22E-07,8.23E-07,1.69E-06
8350048,Edmonton,3580,1.15,3165,527.5142242,1233,124.5608272,1225,123.4179131,2249,424.742278,0.884078212,0.147350342,0.344413408,0.034793527,0.342178771,0.034474277,0.628212291,0.118643094,3.08E-06,5.48E-06,2.37E-06,4.09E-06,2.39E-06,4.29E-06,2.90E-06,5.54E-06
8350049,Edmonton,3693,1.58,3348,413.3205199,2231,200.8832503,2157,188.3795252,1917,265.1810423,0.906580016,0.111919989,0.604115895,0.054395681,0.584077985,0.05100989,0.519090171,0.071806402,3.16E-06,4.17E-06,4.15E-06,6.40E-06,4.08E-06,6.34E-06,2.40E-06,3.35E-06
8350050,Edmonton,4345,1.43,1644,199.0754165,1118,80.38042782,1084,73.68552114,1042,150.4272693,0.378365938,0.045817127,0.25730725,0.018499523,0.249482163,0.016958693,0.23981588,0.034620775,1.32E-06,1.71E-06,1.77E-06,2.18E-06,1.74E-06,2.11E-06,1.11E-06,1.62E-06
8350051.01,Edmonton,1946,0.87,682,44.6904381,628,36.84319254,628,36.84319254,336,21.351099,0.350462487,0.022965282,0.322713258,0.018932781,0.322713258,0.018932781,0.172661871,0.010971788,1.22E-06,8.55E-07,2.22E-06,2.23E-06,2.25E-06,2.35E-06,7.98E-07,5.12E-07
8350051.02,Edmonton,20,6.11,566,22.1435676,324,11.81854212,320,11.73246228,472,19.23318936,28.3,1.10717838,16.2,0.590927106,16,0.586623114,23.6,0.961659468,9.86E-05,4.12E-05,0.00011125,6.95E-05,0.000111681,7.30E-05,0.000109066,4.49E-05
8350052.01,Edmonton,10,1.03,74,6.1893447,62,2.64781902,62,2.64781902,24,3.84037038,7.4,0.61893447,6.2,0.264781902,6.2,0.264781902,2.4,0.384037038,2.58E-05,2.30E-05,4.26E-05,3.12E-05,4.33E-05,3.29E-05,1.11E-05,1.79E-05
8350052.02,Edmonton,2770,1.29,1702,317.4639422,476,37.48957674,476,37.48957674,1383,290.7870458,0.614440433,0.114607921,0.171841155,0.013534143,0.171841155,0.013534143,0.499277978,0.104977273,2.14E-06,4.27E-06,1.18E-06,1.59E-06,1.20E-06,1.68E-06,2.31E-06,4.90E-06
8350053,Edmonton,7167,1.65,3278,568.2632894,1268,119.634013,1252,118.3649636,2235,463.468467,0.457374076,0.079288864,0.176922004,0.016692342,0.174689549,0.016515273,0.311845961,0.064667011,1.59E-06,2.95E-06,1.21E-06,1.96E-06,1.22E-06,2.05E-06,1.44E-06,3.02E-06
8350054.01,Edmonton,1281,1.15,389,42.969234,125,9.13200288,117,7.01660652,323,39.13703178,0.303669009,0.033543508,0.097580016,0.007128808,0.091334895,0.005477445,0.25214676,0.030551937,1.06E-06,1.25E-06,6.70E-07,8.39E-07,6.38E-07,6.81E-07,1.17E-06,1.43E-06
8350054.02,Edmonton,31,1.26,163,16.83418506,123,9.95156778,113,6.97333098,109,12.99923394,5.258064516,0.543038228,3.967741935,0.321018315,3.64516129,0.224946161,3.516129032,0.419330127,1.83E-05,2.02E-05,2.72E-05,3.78E-05,2.54E-05,2.80E-05,1.62E-05,1.96E-05
8350054.03,Edmonton,1829,0.94,1718,187.9235219,768,87.90974346,748,81.77419866,1057,110.6166785,0.939311099,0.102746595,0.419901586,0.048064376,0.408966648,0.044709786,0.577911427,0.060479321,3.27E-06,3.82E-06,2.88E-06,5.65E-06,2.85E-06,5.56E-06,2.67E-06,2.82E-06
8350055,Edmonton,3810,0.91,2291,477.9433105,1165,172.1570882,1161,170.3523961,1264,327.7872398,0.601312336,0.125444438,0.305774278,0.045185587,0.304724409,0.044711915,0.33175853,0.086033396,2.10E-06,4.67E-06,2.10E-06,5.32E-06,2.13E-06,5.56E-06,1.53E-06,4.02E-06
8350056,Edmonton,4029,1.05,2152,514.325002,514,77.39614344,498,70.20125112,1704,450.3288035,0.534127575,0.127655746,0.127575081,0.019209765,0.123603872,0.017423989,0.42293373,0.111771855,1.86E-06,4.75E-06,8.76E-07,2.26E-06,8.63E-07,2.17E-06,1.95E-06,5.22E-06
8350057,Edmonton,2029,1.82,2352,543.4037301,1138,150.1154655,1131,148.5739609,1471,414.7889823,1.15919172,0.267818497,0.560867422,0.073984951,0.557417447,0.073225215,0.724987679,0.204430252,4.04E-06,9.97E-06,3.85E-06,8.70E-06,3.89E-06,9.11E-06,3.35E-06,9.54E-06
8350058,Edmonton,6124,2.7,2105,462.2892674,1179,167.8376238,1179,167.8376238,1071,301.9179702,0.343729589,0.075488123,0.192521228,0.027406536,0.192521228,0.027406536,0.174885696,0.049300779,1.20E-06,2.81E-06,1.32E-06,3.22E-06,1.34E-06,3.41E-06,8.08E-07,2.30E-06
8350059,Edmonton,6187,3.13,3888,1192.070695,852,87.21694212,830,85.53854232,3344,1128.4046,0.628414417,0.19267346,0.137708098,0.014096807,0.134152255,0.013825528,0.54048812,0.182383158,2.19E-06,7.17E-06,9.46E-07,1.66E-06,9.36E-07,1.72E-06,2.50E-06,8.52E-06
8350060.01,Edmonton,2582,1.61,1508,260.926609,804,68.78242602,800,67.51117758,995,205.5793925,0.584043377,0.101056007,0.311386522,0.026639205,0.309837335,0.026146854,0.385360186,0.079620214,2.04E-06,3.76E-06,2.14E-06,3.13E-06,2.16E-06,3.25E-06,1.78E-06,3.72E-06
8350060.02,Edmonton,3737,1.19,2268,405.8380141,1134,131.8769852,1122,127.7572481,1331,291.5212377,0.606903934,0.10859995,0.303451967,0.035289533,0.300240835,0.034187115,0.356168049,0.078009429,2.12E-06,4.04E-06,2.08E-06,4.15E-06,2.10E-06,4.25E-06,1.65E-06,3.64E-06
8350061,Edmonton,3306,1.2,2677,555.4654321,1243,127.5928639,1239,126.1373606,1807,438.916863,0.809739867,0.168017372,0.375983061,0.038594333,0.37477314,0.038154072,0.546581972,0.132763721,2.82E-06,6.25E-06,2.58E-06,4.54E-06,2.62E-06,4.75E-06,2.53E-06,6.20E-06
8350062.02,Edmonton,3279,1.19,2105,330.9539726,775,56.75983698,775,56.75983698,1644,290.8452439,0.641964013,0.100931373,0.236352547,0.017310106,0.236352547,0.017310106,0.50137237,0.088699373,2.24E-06,3.76E-06,1.62E-06,2.04E-06,1.65E-06,2.15E-06,2.32E-06,4.14E-06
8350063,Edmonton,3990,2.22,3516,555.3410247,1570,131.4785518,1542,126.6894968,2417,441.5690803,0.881203008,0.139183214,0.393483709,0.032952018,0.386466165,0.031751754,0.605764411,0.110668942,3.07E-06,5.18E-06,2.70E-06,3.88E-06,2.70E-06,3.95E-06,2.80E-06,5.17E-06
8350064.01,Edmonton,2112,1.19,2144,340.1071813,934,66.44083446,928,65.07062562,1516,289.98743,1.015151515,0.161035597,0.442234848,0.031458728,0.439393939,0.030809955,0.71780303,0.137304654,3.54E-06,5.99E-06,3.04E-06,3.70E-06,3.07E-06,3.83E-06,3.32E-06,6.41E-06
8350065.01,Edmonton,3242,1.27,457,45.14942586,329,23.76675378,287,13.5713193,286,39.74571678,0.140962369,0.013926411,0.101480568,0.007330893,0.088525601,0.004186095,0.08821715,0.012259629,4.91E-07,5.18E-07,6.97E-07,8.62E-07,6.18E-07,5.21E-07,4.08E-07,5.72E-07
8350065.02,Edmonton,3314,1.32,681,49.69909098,341,27.1438167,307,18.04307274,610,45.11824548,0.205491853,0.014996708,0.102896801,0.008190651,0.092637296,0.0054445,0.184067592,0.013614437,7.16E-07,5.58E-07,7.07E-07,9.64E-07,6.47E-07,6.77E-07,8.51E-07,6.36E-07
8350065.03,Edmonton,5,1.82,540,18.10598328,186,8.89999572,176,8.2734036,523,17.84672274,108,3.621196656,37.2,1.779999144,35.2,1.65468072,104.6,3.569344548,0.000376408,0.000134794,0.000255463,0.00020941,0.000245699,0.000205789,0.000483402,0.000166654
8350066.01,Edmonton,2647,0.93,1512,266.4112928,430,46.07564808,392,35.79806076,1210,240.74662,0.571212694,0.100646503,0.162448054,0.017406743,0.14809218,0.013524012,0.457121269,0.090950744,1.99E-06,3.75E-06,1.12E-06,2.05E-06,1.03E-06,1.68E-06,2.11E-06,4.25E-06
8350066.02,Edmonton,2009,0.79,379,33.15738888,171,15.32299692,117,4.47850788,375,32.88226326,0.18865107,0.016504425,0.085116974,0.007627176,0.058237929,0.002229222,0.18666003,0.016367478,6.57E-07,6.14E-07,5.85E-07,8.97E-07,4.07E-07,2.77E-07,8.63E-07,7.64E-07
8350067.01,Edmonton,1574,0.64,1373,282.6531292,255,32.5379439,211,19.1193849,1182,264.6087998,0.872299873,0.179576321,0.162007624,0.020672137,0.134053367,0.012147004,0.750952986,0.168112325,3.04E-06,6.68E-06,1.11E-06,2.43E-06,9.36E-07,1.51E-06,3.47E-06,7.85E-06
8350067.02,Edmonton,2954,1.55,1410,253.2758705,664,73.59692802,646,69.56704062,977,206.5629489,0.47731889,0.08573997,0.224779959,0.024914329,0.218686527,0.023550115,0.330737982,0.069926523,1.66E-06,3.19E-06,1.54E-06,2.93E-06,1.53E-06,2.93E-06,1.53E-06,3.26E-06
8350068.01,Edmonton,1688,0.56,210,22.69672482,102,8.15567214,88,7.30335606,204,22.36096632,0.124407583,0.013445927,0.06042654,0.004831559,0.052132701,0.004326633,0.120853081,0.013247018,4.34E-07,5.01E-07,4.15E-07,5.68E-07,3.64E-07,5.38E-07,5.59E-07,6.19E-07
8350068.02,Edmonton,3242,1.36,434,38.92662312,178,12.4658688,164,8.82852432,397,37.1015106,0.133867983,0.012006978,0.05490438,0.003845117,0.050586058,0.002723172,0.122455275,0.011444019,4.67E-07,4.47E-07,3.77E-07,4.52E-07,3.53E-07,3.39E-07,5.66E-07,5.34E-07
8350069,Edmonton,3087,1.36,409,23.36580708,281,11.86048248,281,11.86048248,334,20.44506156,0.132491092,0.007569099,0.091026887,0.003842074,0.091026887,0.003842074,0.108195659,0.006622955,4.62E-07,2.82E-07,6.25E-07,4.52E-07,6.35E-07,4.78E-07,5.00E-07,3.09E-07
8350070,Edmonton,4165,1.61,699,45.28702794,199,16.40410002,189,15.0541545,629,38.48436438,0.167827131,0.010873236,0.047779112,0.003938559,0.045378151,0.003614443,0.151020408,0.009239943,5.85E-07,4.05E-07,3.28E-07,4.63E-07,3.17E-07,4.50E-07,6.98E-07,4.31E-07
8350071,Edmonton,4092,1.55,584,62.52129576,548,54.03379212,544,52.3131378,129,17.92023618,0.142717498,0.015278909,0.133919844,0.013204739,0.132942326,0.012784247,0.031524927,0.004379334,4.97E-07,5.69E-07,9.20E-07,1.55E-06,9.28E-07,1.59E-06,1.46E-07,2.04E-07
8350072,Edmonton,3491,1.35,467,29.87457396,289,13.6965906,289,13.6965906,384,26.29660572,0.133772558,0.008557598,0.082784302,0.0039234,0.082784302,0.0039234,0.109997135,0.007532686,4.66E-07,3.19E-07,5.69E-07,4.62E-07,5.78E-07,4.88E-07,5.08E-07,3.52E-07
8350073,Edmonton,5327,1.71,1146,87.17398074,782,35.3104059,779,35.08075494,852,67.84026018,0.215130467,0.016364554,0.146799324,0.006628573,0.146236155,0.006585462,0.159939929,0.012735172,7.50E-07,6.09E-07,1.01E-06,7.80E-07,1.02E-06,8.19E-07,7.39E-07,5.95E-07
8350074,Edmonton,10,1.36,186,3.37949766,172,3.0940833,170,2.97093258,114,2.05515618,18.6,0.337949766,17.2,0.30940833,17,0.297093258,11.4,0.205515618,6.48E-05,1.26E-05,0.000118117,3.64E-05,0.000118661,3.69E-05,5.27E-05,9.60E-06
8350075.01,Edmonton,1863,0.49,176,11.37777564,88,3.44193696,88,3.44193696,162,11.07633912,0.094471283,0.006107233,0.047235641,0.001847524,0.047235641,0.001847524,0.086956522,0.005945432,3.29E-07,2.27E-07,3.24E-07,2.17E-07,3.30E-07,2.30E-07,4.02E-07,2.78E-07
8350075.02,Edmonton,5795,1.8,1605,171.210367,1207,106.1592979,1199,105.2688113,659,75.99043452,0.276962899,0.029544498,0.208283003,0.01831912,0.206902502,0.018165455,0.113718723,0.013113103,9.65E-07,1.10E-06,1.43E-06,2.16E-06,1.44E-06,2.26E-06,5.26E-07,6.12E-07
8350075.03,Edmonton,2167,0.73,223,9.06657906,129,4.38088266,129,4.38088266,185,8.39781096,0.102907245,0.004183931,0.059529303,0.002021635,0.059529303,0.002021635,0.085371481,0.003875317,3.59E-07,1.56E-07,4.09E-07,2.38E-07,4.16E-07,2.51E-07,3.95E-07,1.81E-07
8350075.04,Edmonton,1969,0.47,244,10.66824528,174,9.5850216,174,9.5850216,173,7.84229754,0.123920772,0.005418103,0.088369731,0.004867964,0.088369731,0.004867964,0.087861859,0.003982883,4.32E-07,2.02E-07,6.07E-07,5.73E-07,6.17E-07,6.05E-07,4.06E-07,1.86E-07
8350075.05,Edmonton,4090,1.59,491,10.68984378,229,9.04081794,219,7.99607886,405,7.73414796,0.1200489,0.002613654,0.05599022,0.002210469,0.053545232,0.001955032,0.099022005,0.00189099,4.18E-07,9.73E-08,3.85E-07,2.60E-07,3.74E-07,2.43E-07,4.58E-07,8.83E-08
8350075.07,Edmonton,5299,1.37,433,18.5185539,273,13.65661374,269,13.23815262,384,16.75352448,0.081713531,0.003494726,0.051519155,0.002577206,0.050764295,0.002498236,0.072466503,0.003161639,2.85E-07,1.30E-07,3.54E-07,3.03E-07,3.54E-07,3.11E-07,3.35E-07,1.48E-07
8350075.08,Edmonton,5121,1.98,615,16.91955804,499,14.7270354,497,14.2518684,417,12.55454046,0.120093732,0.003303956,0.097441906,0.002875812,0.097051357,0.002783024,0.081429408,0.00245158,4.19E-07,1.23E-07,6.69E-07,3.38E-07,6.77E-07,3.46E-07,3.76E-07,1.14E-07
8350075.09,Edmonton,3020,1.34,325,16.5185328,257,15.2273352,257,15.2273352,312,15.59348868,0.107615894,0.005469713,0.085099338,0.005042164,0.085099338,0.005042164,0.103311258,0.005163407,3.75E-07,2.04E-07,5.84E-07,5.93E-07,5.94E-07,6.27E-07,4.77E-07,2.41E-07
8350075.1,Edmonton,6742,2.52,782,33.33033396,574,28.73982804,574,28.73982804,632,28.58251242,0.115989321,0.004943686,0.085137941,0.004262805,0.085137941,0.004262805,0.09374073,0.004239471,4.04E-07,1.84E-07,5.85E-07,5.02E-07,5.94E-07,5.30E-07,4.33E-07,1.98E-07
8350075.12,Edmonton,6218,2.02,968,38.8985058,338,17.46274068,338,17.46274068,912,36.89895594,0.155677067,0.006255791,0.054358315,0.002808418,0.054358315,0.002808418,0.146670955,0.005934216,5.43E-07,2.33E-07,3.73E-07,3.30E-07,3.79E-07,3.49E-07,6.78E-07,2.77E-07
8350075.13,Edmonton,3294,0.75,688,22.93454394,204,3.52809534,204,3.52809534,518,20.18195256,0.208864602,0.006962521,0.061930783,0.001071067,0.061930783,0.001071067,0.157255616,0.006126883,7.28E-07,2.59E-07,4.25E-07,1.26E-07,4.32E-07,1.33E-07,7.27E-07,2.86E-07
8350075.14,Edmonton,5279,1.58,683,21.70798476,467,17.01317772,465,16.99746972,400,15.5674134,0.129380565,0.00411214,0.088463724,0.003222803,0.088084865,0.003219828,0.075771927,0.002948932,4.51E-07,1.53E-07,6.08E-07,3.79E-07,6.15E-07,4.00E-07,3.50E-07,1.38E-07
8350076.01,Edmonton,2833,1.18,556,36.15840228,384,20.30557452,380,20.0277,510,34.5132249,0.196258383,0.012763291,0.135545358,0.007167517,0.134133427,0.007069432,0.180021179,0.012182571,6.84E-07,4.75E-07,9.31E-07,8.43E-07,9.36E-07,8.79E-07,8.32E-07,5.69E-07
8350076.02,Edmonton,5481,1.73,581,31.59617076,389,17.00720868,389,17.00720868,565,30.96093924,0.106002554,0.005764673,0.07097245,0.003102939,0.07097245,0.003102939,0.103083379,0.005648776,3.69E-07,2.15E-07,4.87E-07,3.65E-07,4.95E-07,3.86E-07,4.76E-07,2.64E-07
8350077.01,Edmonton,3349,1.22,627,27.87847986,400,17.39888766,384,16.42844742,557,25.78240434,0.187220066,0.008324419,0.119438638,0.005195249,0.114661093,0.004905478,0.166318304,0.007698538,6.53E-07,3.10E-07,8.20E-07,6.11E-07,8.00E-07,6.10E-07,7.69E-07,3.59E-07
8350077.02,Edmonton,5602,1.58,640,26.92806732,422,13.57579608,418,13.38148812,504,24.1702923,0.114244913,0.004806867,0.075330239,0.002423384,0.074616208,0.002388698,0.089967869,0.004314583,3.98E-07,1.79E-07,5.17E-07,2.85E-07,5.21E-07,2.97E-07,4.16E-07,2.01E-07
8350078.02,Edmonton,4609,1.35,869,48.0770829,537,24.19479678,529,22.8845925,682,38.0420271,0.188544153,0.010431131,0.116511174,0.005249468,0.114775439,0.004965197,0.14797136,0.008253857,6.57E-07,3.88E-07,8.00E-07,6.18E-07,8.01E-07,6.18E-07,6.84E-07,3.85E-07
8350078.03,Edmonton,2387,1.16,385,13.38015294,302,11.27308182,302,11.27308182,207,7.19065116,0.161290323,0.005605426,0.126518643,0.004722699,0.126518643,0.004722699,0.086719732,0.003012422,5.62E-07,2.09E-07,8.69E-07,5.56E-07,8.83E-07,5.87E-07,4.01E-07,1.41E-07
8350078.05,Edmonton,3761,1.3,552,21.68198802,522,20.37115542,518,19.67717598,166,6.77164026,0.146769476,0.005764953,0.138792874,0.00541642,0.137729327,0.0052319,0.044137198,0.001800489,5.12E-07,2.15E-07,9.53E-07,6.37E-07,9.61E-07,6.51E-07,2.04E-07,8.41E-08
8350078.06,Edmonton,5972,1.63,949,51.54430974,561,30.66303702,535,27.54484194,639,39.847269,0.158908238,0.008630996,0.093938379,0.005134467,0.089584729,0.004612331,0.10699933,0.006672349,5.54E-07,3.21E-07,6.45E-07,6.04E-07,6.25E-07,5.74E-07,4.94E-07,3.12E-07
8350078.07,Edmonton,4796,1.41,642,40.58381712,562,36.2744844,562,36.2744844,363,21.88846968,0.133861551,0.008462014,0.117180984,0.007563487,0.117180984,0.007563487,0.075688073,0.004563901,4.67E-07,3.15E-07,8.05E-07,8.90E-07,8.18E-07,9.41E-07,3.50E-07,2.13E-07
8350078.08,Edmonton,3692,1.07,567,18.65325,427,15.69401988,427,15.69401988,489,15.78159198,0.153575298,0.005052343,0.115655471,0.004250818,0.115655471,0.004250818,0.132448537,0.004274537,5.35E-07,1.88E-07,7.94E-07,5.00E-07,8.07E-07,5.29E-07,6.12E-07,2.00E-07
8350078.09,Edmonton,4744,1.35,577,27.05200344,531,26.54290716,531,26.54290716,274,14.9174949,0.121627319,0.005702362,0.11193086,0.005595048,0.11193086,0.005595048,0.057757167,0.003144497,4.24E-07,2.12E-07,7.69E-07,6.58E-07,7.81E-07,6.96E-07,2.67E-07,1.47E-07
8350078.12,Edmonton,7280,2.28,1375,34.24705284,859,20.73346044,859,20.73346044,976,25.14803676,0.188873626,0.004704266,0.117994505,0.002848003,0.117994505,0.002848003,0.134065934,0.003454401,6.58E-07,1.75E-07,8.10E-07,3.35E-07,8.24E-07,3.54E-07,6.20E-07,1.61E-07
8350078.15,Edmonton,2095,0.58,239,3.74298078,195,2.90621562,195,2.90621562,228,3.32522652,0.114081146,0.001786626,0.093078759,0.001387215,0.093078759,0.001387215,0.108830549,0.00158722,3.98E-07,6.65E-08,6.39E-07,1.63E-07,6.50E-07,1.73E-07,5.03E-07,7.41E-08
8350078.16,Edmonton,4132,2.03,1025,48.26078796,979,44.10225204,979,44.10225204,594,27.524343,0.248063892,0.011679765,0.236931268,0.010673343,0.236931268,0.010673343,0.14375605,0.006661264,8.65E-07,4.35E-07,1.63E-06,1.26E-06,1.65E-06,1.33E-06,6.64E-07,3.11E-07
8350078.18,Edmonton,5604,1.67,1115,27.65738976,653,17.1853374,653,17.1853374,643,16.27521588,0.198965025,0.004935294,0.116523911,0.00306662,0.116523911,0.00306662,0.114739472,0.002904214,6.93E-07,1.84E-07,8.00E-07,3.61E-07,8.13E-07,3.81E-07,5.30E-07,1.36E-07
8350078.19,Edmonton,3350,2.33,668,3.32640462,308,1.22436006,308,1.22436006,561,2.7618591,0.199402985,0.000992957,0.091940299,0.000365481,0.091940299,0.000365481,0.167462687,0.000824436,6.95E-07,3.70E-08,6.31E-07,4.30E-08,6.42E-07,4.55E-08,7.74E-07,3.85E-08
8350078.2,Edmonton,5366,1.52,894,9.69112914,206,1.46060838,206,1.46060838,756,8.43904446,0.166604547,0.001806025,0.038389862,0.000272197,0.038389862,0.000272197,0.140887067,0.001572688,5.81E-07,6.72E-08,2.64E-07,3.20E-08,2.68E-07,3.39E-08,6.51E-07,7.34E-08
8350078.21,Edmonton,3300,0.93,546,11.35476342,360,6.62461338,360,6.62461338,237,5.25212688,0.165454545,0.003440837,0.109090909,0.002007459,0.109090909,0.002007459,0.071818182,0.001591554,5.77E-07,1.28E-07,7.49E-07,2.36E-07,7.61E-07,2.50E-07,3.32E-07,7.43E-08
8350078.22,Edmonton,3080,0.69,314,8.12739774,210,6.38946462,210,6.38946462,127,2.23626942,0.101948052,0.002638766,0.068181818,0.002074502,0.068181818,0.002074502,0.041233766,0.000726062,3.55E-07,9.82E-08,4.68E-07,2.44E-07,4.76E-07,2.58E-07,1.91E-07,3.39E-08
8350078.23,Edmonton,2633,1.28,2152,29.90669682,742,12.99939102,742,12.99939102,2015,28.12305342,0.817318648,0.011358411,0.281807824,0.004937103,0.281807824,0.004937103,0.765286745,0.010680993,2.85E-06,4.23E-07,1.94E-06,5.81E-07,1.97E-06,6.14E-07,3.54E-06,4.99E-07
